Applicant ID,Loan Type,Gender,Marital Status,Accomodation Type,No of years in the current address,No. of Years in the current job,Monthly Salary,Balance in Savings Account,Loan Amount Requested,Term,Down Payment ,EMI Affordable 
941,Home Loan,Male,Married,Rented,5,2,20000,10000,650000,180,270000,11000
942,Home Loan,Male,Married,Rented,15,2,13500,8984,310000,180,275000,4771
943,Home Loan,Male,Married,Owned,1,2,9500,1000,300000,180,400000,4618
944,Home Loan,Male,Married,Rented,10,2,13900,1951,425000,180,127500,7000
945,Home Loan,Male,Married,Rented,3,2,10000,31005,425000,180,127500,7000
946,Home Loan,Male,Married,Rented,15,2,5000,21123,700000,180,250000,10000
947,Home Loan,Female,Married,Rented,4,2,24500,6730,525000,180,526000,8080
948,Home Loan,Male,Single,Owned,1,2,12000,5893,470000,180,160000,7234
949,Home Loan,Male,Married,Rented,1,2,13000,624,260000,180,195000,4002
950,Home Loan,Male,Married,Rented,2,2,4200,1705,315000,180,110000,4848
951,Home Loan,Male,Married,Family Other,7,2,6170,0,425000,180,206000,6541
952,Home Loan,Male,Single,Rented,7,2,8000,53000,400000,180,162000,7000
953,Home Loan,Female,Others,Rented,1,2,17000,21821,670000,144,280000,10934
954,Home Loan,Male,Married,Rented,2,2,14000,29286,600000,180,400000,9235
955,Home Loan,Male,Married,Rented,9,2,20000,100,700000,180,250000,10000
956,Home Loan,Male,Married,Family Other,1,2,12000,21015,800000,180,450000,13000
957,Home Loan,Male,Married,Rented,10,2,12000,2709,374000,132,125000,6279
958,Home Loan,Female,Married,Rented,15,2,7500,1100,500000,180,270000,7696
959,Home Loan,Male,Married,Rented,1,2,12500,201000,275000,180,100000,4233
960,Home Loan,Male,Married,Rented,6,2,15000,74,500000,180,200000,8000
961,Home Loan,Male,Married,Rented,3,2,15000,1370,250000,180,100000,5000
962,Home Loan,Male,Married,Rented,1,2,16000,250,300000,180,125000,4618
963,Home Loan,Male,Married,Rented,4,2,12108,37563,340000,180,115000,5500
964,Home Loan,Male,Married,Rented,10,2,15000,37091,400000,180,159000,6000
965,Home Improvement,Male,Single,Owned,15,2,4000,3460,120000,84,580000,2812
966,Home Loan,Male,Married,Owned,3,3,16549,1000,1000000,180,256000,16104
967,Home Loan,Male,Single,Owned,26,3,7000,5701,700000,180,300000,12000
968,Home Loan,Male,Married,Owned,1,3,15000,807,240000,180,64000,7000
969,Home Loan,Male,Single,Rented,2,3,41000,30880,700000,180,630000,15000
970,Home Loan,Male,Married,Family Other,35,3,15000,1100,500000,180,700000,8000
971,Home Loan,Male,Married,Owned,1,3,15100,1000,550000,120,205000,9559
972,Home Loan,Male,Married,Family Other,16,3,4000,8270,650000,180,200000,10004
973,Home Loan,Female,Married,Rented,5,3,11119,2576,800000,180,400000,13000
974,Home Improvement,Female,Others,Owned,35,3,10000,2277,300000,84,200000,7028
975,Home Improvement,Male,Married,Rented,3,3,11000,14594,300000,180,700000,5000
976,Home Improvement,Male,Married,Owned,23,3,15000,1001,300000,84,100000,9000
977,Home Loan,Male,Married,Rented,2,3,24220,0,680000,180,220000,10466
978,Home Loan,Male,Married,Family Other,7,3,27731,11004,850000,180,650000,16000
979,Home Loan,Male,Married,Family Other,10,3,18000,3000,600000,180,600000,10000
980,Home Improvement,Male,Married,Family Other,27,3,7800,48370,300000,60,180000,27000
981,Home Loan,Female,Married,Rented,4,3,10000,120,550000,180,150000,9000
982,Home Improvement,Male,Married,Family Other,17,3,6704,2238,250000,84,65600,5857
983,Home Loan,Female,Married,Rented,15,3,6000,2523,340000,180,485000,4994
984,Home Loan,Male,Married,Owned,1,3,7000,35268,280000,180,71000,4500
985,Home Loan,Male,Married,Owned,4,3,10700,200,800000,180,350000,15000
986,Home Loan,Female,Married,Rented,5,3,5000,10418,450000,180,153112,6610
987,Home Loan,Male,Married,Rented,2,3,6000,1930,600000,180,700000,9000
988,Home Loan,Male,Married,Rented,3,3,20000,450,670000,180,630000,9841
989,Home Loan,Male,Married,Rented,5,3,22300,1004,800000,180,350000,13000
990,Home Loan,Male,Married,Owned,10,3,5000,2418,800000,180,200000,11750
991,Home Loan,Male,Married,Rented,20,3,7000,13111,500000,180,100000,7500
992,Home Loan,Female,Married,Rented,2,3,8970,29432,280000,180,162000,4310
993,Home Loan,Male,Married,Rented,4,3,4000,41088,300000,180,100000,4000
994,Home Loan,Male,Married,Owned,44,3,15000,258,700000,180,260000,11273
995,Home Loan,Female,Married,Rented,6,3,5000,25521,400000,180,100880,7000
996,Home Loan,Male,Single,Family Other,12,3,18000,25992,550000,180,1020000,10000
997,Home Loan,Male,Married,Company Provided,22,3,25000,10000,800000,96,500000,16000
998,Home Loan,Male,Married,Rented,2,3,12000,66309,200000,180,271000,4000
999,Home Loan,Male,Single,Family Other,15,3,15500,534,400000,180,271200,8000
1000,Home Loan,Male,Married,Rented,1,3,39283,40000,730000,180,470000,16000
1001,Home Loan,Male,Single,Family Other,6,3,11000,6318,150000,60,66025,7000
1002,Home Loan,Male,Married,Rented,5,3,20000,21837,1000000,180,550000,16000
1003,Home Loan,Female,Single,Rented,1,3,22308,11750,700000,180,600000,15000
1004,Home Loan,Male,Married,Rented,8,3,6500,62205,1000000,180,600000,19000
1005,Home Loan,Male,Married,Rented,2,3,4500,21968,700000,180,150000,8000
1006,Home Loan,Male,Married,Rented,1,3,16800,22461,500000,180,206000,7696
1007,Home Loan,Male,Married,Rented,3,3,16500,1450,500000,180,290000,7696
1008,Home Loan,Male,Married,Company Provided,3,3,16578,1100,500000,180,290000,7696
1009,Home Loan,Male,Single,Company Provided,3,3,16578,1100,500000,180,290000,7696
1010,Home Loan,Female,Married,Owned,1,3,6000,1155,500000,180,220000,9000
1011,Home Loan,Male,Married,Rented,2,3,13500,7007,420000,96,153000,10000
1012,Home Loan,Male,Married,Owned,1,3,15000,11482,490000,180,310000,7542
1013,Home Loan,Male,Married,Rented,2,3,20000,38454,645000,180,855000,9927
1014,Home Loan,Male,Married,Rented,4,3,11000,14500,750000,180,275000,11543
1015,Home Improvement,Female,Married,Owned,25,3,7000,2089,225000,60,291650,6215
1016,Home Loan,Male,Single,Owned,17,3,7960,24780,650000,180,227500,10004
1017,Home Loan,Male,Married,Rented,4,3,12000,1400,300000,180,300000,6000
1018,Home Loan,Male,Married,Owned,15,3,6000,4600,210000,84,190000,4414
1019,Home Loan,Male,Single,Owned,20,3,10000,5100,450000,180,250000,6926
1020,Home Loan,Male,Married,Rented,2,3,27000,15804,400000,180,415000,6157
1021,Home Loan,Male,Single,Rented,1,3,14000,526,300000,144,200000,4896
1022,Home Loan,Male,Single,Owned,15,3,8000,5000,500000,180,241000,7696
1023,Home Loan,Male,Married,Rented,1,3,17230,4000,300000,180,378500,4618
1024,Home Loan,Male,Single,Family Other,3,3,12000,18733,300000,180,650000,5000
1025,Home Loan,Male,Married,Rented,1,3,16000,11000,202000,120,536000,3511
1026,Home Loan,Male,Married,Family Other,1,3,10000,25000,480000,180,170000,7388
1027,Home Loan,Male,Married,Owned,15,3,8300,19936,570000,180,355000,8773
1028,Home Loan,Male,Married,Rented,18,3,15000,43806,500000,180,343000,7696
1029,Home Loan,Male,Married,Rented,1,3,17500,2299,500000,180,320000,7696
1030,Home Loan,Male,Single,Family Other,5,3,22000,1000,500000,180,256100,7696
1031,Home Loan,Male,Married,Rented,4,3,15000,1100,400000,180,146000,6157
1032,Home Loan,Male,Married,Rented,2,3,21000,38487,1000000,180,350000,18000
1033,Home Loan,Male,Single,Family Other,4,3,13000,10743,310000,84,185000,6336
1034,Home Loan,Male,Married,Family Other,25,3,7180,352,550000,180,200000,10000
1035,Home Loan,Female,Married,Family Other,10,3,17000,27451,800000,180,301000,12313
1036,Home Loan,Male,Married,Owned,8,3,22000,50967,700000,180,400000,10774
1037,Home Loan,Male,Married,Owned,6,3,15500,1163,800000,180,300000,13000
1038,Home Loan,Male,Married,Rented,1,3,14500,28670,250000,162,225000,3946
1039,Home Loan,Male,Married,Rented,26,3,9675,1563,750000,180,250000,11543
1040,Home Loan,Male,Married,Rented,3,3,21000,1171802,500000,180,500000,9000
1041,Home Loan,Male,Married,Rented,6,3,20000,3457,600000,180,250000,10000
1042,Home Loan,Male,Married,Rented,4,3,8361,63,300000,180,250000,4500
1043,Home Loan,Male,Married,Rented,2,3,16350,87,415000,180,144000,6387
1044,Home Loan,Male,Married,Rented,3,3,14070,14092,400000,168,159000,7500
1045,Home Loan,Male,Single,Rented,3,3,15800,15579,415000,180,144000,7500
1046,Home Improvement,Male,Married,Owned,12,3,12000,1812,450000,84,250000,11000
1047,Home Loan,Male,Married,Rented,3,3,12000,47,340000,180,115000,5500
1048,Home Loan,Male,Married,Rented,2,3,13386,11740,350000,180,202500,5500
1049,Home Loan,Male,Married,Rented,4,3,22000,10349,540000,180,180000,10000
1050,Home Loan,Male,Married,Rented,47,3,17491,197962,800000,120,600000,15000
1051,Home Loan,Female,Married,Rented,8,3,18000,32312,600000,180,320000,10000
1052,Home Loan,Male,Married,Rented,3,3,16000,8563,100000,15,500000,7448
1053,Home Loan,Male,Married,Rented,5,3,12500,1102,650000,180,150000,10000
1054,Home Improvement,Male,Married,Owned,40,3,8000,2303,500000,84,200000,12000
1055,Home Improvement,Female,Married,Owned,24,4,6000,3799,400000,84,600000,9500
1056,Home Loan,Male,Married,Family Other,4,4,17500,73462,400000,180,176218,5875
1057,Home Loan,Male,Married,Owned,4,4,10000,7751,400000,84,150000,8000
1058,Home Loan,Male,Married,Rented,5,4,4200,3500,800000,180,250000,13000
1059,Home Loan,Male,Married,Family Other,17,4,15000,39979,800000,180,200000,13000
1060,Home Loan,Male,Married,Rented,1,4,4500,10553,400000,168,700000,6256
1061,Home Improvement,Male,Married,Owned,10,4,14000,40200,300000,60,0,7500
1062,Home Loan,Female,Married,Owned,2,4,9000,646,250000,180,150000,3500
1063,Home Loan,Male,Married,Rented,1,4,15000,1128,550000,120,200000,9214
1064,Home Loan,Male,Married,Family Other,15,4,20000,4584,800000,180,500000,12000
1065,Home Loan,Male,Married,Owned,35,4,4000,384,361500,120,91000,6283
1066,Home Loan,Male,Married,Owned,5,4,10000,1182,240000,180,2089000,3694
1067,Home Loan,Male,Married,Rented,3,4,13600,72075,648000,180,252000,9973
1068,Home Loan,Male,Married,Rented,5,4,16000,826,600000,180,500000,12000
1069,Home Loan,Male,Single,Rented,12,4,5857,45,340000,180,160000,5233
1070,Home Loan,Male,Single,Family Other,29,4,7000,1500,800000,180,600000,13000
1071,Home Loan,Male,Married,Rented,5,4,40616,2565,800000,180,750000,15000
1072,Home Loan,Male,Married,Rented,5,4,13000,41549,800000,180,445000,13000
1073,Home Loan,Male,Married,Rented,3,4,12000,7651,800000,180,100000,13000
1074,Home Loan,Male,Married,Rented,4,4,8000,12265,800000,120,400000,13904
1075,Home Loan,Male,Married,Rented,4,4,9460,11332,450000,180,50000,6926
1076,Home Loan,Female,Married,Owned,6,4,10000,18176,750000,180,225000,15000
1077,Home Improvement,Male,Single,Owned,12,4,15000,6009,300000,84,530000,7028
1078,Home Loan,Male,Married,Rented,6,4,12000,7857,800000,180,451000,13000
1079,Home Loan,Male,Married,Family Other,4,4,20000,0,600000,180,200000,9235
1080,Home Loan,Male,Married,Owned,22,4,10000,1260,600000,180,231000,15000
1081,Home Loan,Male,Married,Rented,2,4,20000,48698,300000,180,351000,5000
1082,Home Loan,Male,Married,Rented,4,4,13000,16000,420000,180,80000,5000
1083,Home Loan,Male,Married,Family Other,5,4,19000,2864,500000,180,290000,8500
1084,Home Loan,Male,Married,Company Provided,4,4,16578,1100,500000,180,290000,7696
1085,Home Loan,Male,Married,Rented,3,4,15000,16000,375000,180,125000,5772
1086,Home Loan,Male,Married,Owned,2,4,15000,19852,300000,84,350000,7500
1087,Home Loan,Male,Married,Rented,1,4,13000,3900,500000,180,300000,10000
1088,Home Loan,Male,Married,Owned,1,4,15000,6112,225000,180,75000,7000
1089,Home Loan,Male,Married,Rented,2,4,11800,1679,210000,180,90000,3232
1090,Home Loan,Male,Married,Owned,12,4,9000,8627,300000,180,100000,5000
1091,Home Loan,Male,Married,Rented,1,4,12000,21000,400000,180,300000,7000
1092,Home Loan,Male,Single,Owned,1,4,9000,18370,800000,180,255000,15000
1093,Home Loan,Male,Single,Family Other,1,4,10000,5000,500000,180,200000,8000
1094,Home Loan,Male,Married,Rented,1,4,15200,22000,480000,168,222000,7507
1095,Home Loan,Male,Married,Rented,4,4,16500,24000,500000,180,343000,7696
1096,Home Loan,Male,Married,Rented,4,4,14800,5160,700000,144,251000,11424
1097,Home Loan,Male,Married,Rented,1,4,12000,986,450000,180,250000,8000
1098,Home Loan,Female,Married,Owned,1,4,3000,1104,400000,180,351000,7000
1099,Home Loan,Male,Married,Rented,6,4,13400,1315,400000,180,456000,6157
1100,Home Loan,Male,Married,Rented,3,4,18500,3137,600000,180,200000,10000
1101,Home Loan,Male,Married,Family Other,5,4,12000,9100,500000,120,210000,10000
1102,Home Loan,Male,Married,Rented,2,4,12000,21467,200000,180,80000,3500
1103,Home Loan,Male,Married,Owned,1,4,8000,10000,700000,180,240000,11000
1104,Home Improvement,Male,Married,Owned,20,4,26000,12000,460000,84,340000,10776
1105,Home Loan,Male,Married,Rented,1,4,14000,1100,775000,180,282101,11928
1106,Home Loan,Female,Others,Owned,9,4,13800,205,440000,180,172000,6772
1107,Home Loan,Male,Married,Rented,2,4,15010,0,400000,180,171200,6157
1108,Home Loan,Male,Single,Owned,2,4,15931,28431,425000,180,175000,7500
1109,Home Loan,Male,Married,Rented,3,4,17400,15465,400000,180,159000,6157
1110,Home Loan,Male,Married,Rented,2,4,27586,34091,414000,180,138500,7000
1111,Home Loan,Male,Married,Rented,2,4,10200,80,340000,180,115000,5500
1112,Home Loan,Female,Married,Owned,6,5,15916,23760,1000000,180,0,15390
1113,Home Loan,Male,Married,Owned,25,5,5488,4800,1000000,180,450000,15000
1114,Home Loan,Female,Married,Rented,1,5,4000,848,220000,180,270000,3232
1115,Home Loan,Female,Married,Owned,12,5,12000,3500,300000,60,100000,6500
1116,Home Loan,Male,Married,Rented,1,5,6000,167,500000,180,100000,7300
1117,Home Loan,Male,Single,Rented,2,5,15000,17925,800000,180,200000,11150
1118,Home Loan,Female,Married,Rented,11,5,5964,38570,300000,180,700000,5000
1119,Home Loan,Male,Married,Rented,3,5,15000,34167,800000,180,400000,20000
1120,Home Loan,Male,Married,Rented,15,5,3500,2200,518400,180,181600,7979
1121,Home Loan,Female,Married,Rented,1,5,25000,15000,800000,180,4200000,12500
1122,Home Loan,Male,Married,Rented,3,5,25000,235,700000,120,800000,13000
1123,Home Loan,Male,Married,Rented,5,5,35000,646,800000,180,200000,12313
1124,Home Loan,Male,Married,Owned,1,5,15000,250000,700000,180,700000,15000
1125,Home Loan,Female,Married,Family Other,10,5,28000,19000,900000,180,200000,15000
1126,Home Loan,Male,Single,Rented,2,5,7500,12072,200000,180,242000,2938
1127,Home Loan,Male,Married,Family Other,3,5,15000,41501,326000,180,525000,4788
1128,Home Loan,Male,Single,Rented,5,5,15000,767,700000,180,300000,12500
1129,Home Loan,Female,Married,Rented,5,5,16800,57931,600000,180,200000,8500
1130,Home Loan,Female,Married,Rented,1,5,9750,6168,600000,180,200000,9235
1131,Home Loan,Male,Married,Rented,5,5,12000,514067,500000,180,150000,12000
1132,Home Loan,Male,Married,Rented,5,5,8000,43,300000,180,250000,4618
1133,Home Loan,Male,Married,Rented,2,5,7564,0,800000,180,200000,12000
1134,Home Loan,Male,Married,Rented,8,5,7000,5000,250000,120,150000,4000
1135,Home Improvement,Male,Married,Owned,35,5,6000,652,200000,84,100000,7000
1136,Home Loan,Male,Married,Rented,3,5,24601,4928,770000,180,330000,11851
1137,Home Loan,Male,Married,Company Provided,15,5,11222,386,800000,180,400000,13000
1138,Home Loan,Male,Married,Rented,15,5,11200,23008,425000,180,125000,6541
1139,Home Loan,Female,Single,Owned,5,5,18000,1186,800000,180,300000,12313
1140,Home Loan,Male,Married,Owned,9,5,8000,5000,150000,60,215000,3800
1141,Home Loan,Male,Married,Rented,1,5,25000,161134,500000,180,200000,9000
1142,Home Loan,Male,Married,Rented,32,5,13300,1000,500000,180,471800,7696
1143,Home Loan,Male,Married,Owned,2,5,13000,41197,400000,180,145000,6157
1144,Home Loan,Male,Married,Rented,1,5,12500,40302,300000,180,150000,4618
1145,Home Loan,Male,Married,Owned,1,5,9000,18504,400000,180,520000,6157
1146,Home Loan,Male,Married,Rented,4,5,20500,188,525000,180,175000,8080
1147,Home Loan,Male,Single,Company Provided,2,5,8400,22037,250000,180,275000,3848
1148,Home Loan,Male,Married,Rented,2,5,10250,20000,600000,180,681200,9235
1149,Home Loan,Male,Married,Rented,2,5,11000,2100,570000,180,200000,8500
1150,Home Loan,Male,Married,Rented,22,5,11000,1003,320000,180,230000,4925
1151,Home Loan,Male,Married,Rented,1,5,10300,1500,500000,180,711000,15000
1152,Home Loan,Male,Married,Owned,5,5,18000,500,800000,180,502000,12313
1153,Home Loan,Male,Married,Owned,1,5,9000,0,500000,180,290000,8053
1154,Home Loan,Male,Married,Rented,10,5,57486,21600,800000,156,481000,13305
1155,Home Loan,Male,Single,Rented,3,5,15000,2500,400000,180,200000,5000
1156,Home Loan,Male,Married,Rented,3,5,8000,74000,350000,180,296200,6500
1157,Home Loan,Male,Married,Owned,1,5,14000,6300,232000,180,78000,3571
1158,Home Loan,Male,Married,Owned,1,5,18500,1031,470000,180,160000,8000
1159,Home Loan,Male,Married,Rented,3,5,14000,21644,290000,180,272500,4464
1160,Home Loan,Male,Single,Rented,5,5,7000,1000,600000,180,200000,10000
1161,Home Loan,Male,Married,Owned,1,5,22000,315,375000,180,125000,9000
1162,Home Loan,Male,Married,Family Other,3,5,27500,6928,700000,180,300000,10774
1163,Home Loan,Male,Married,Rented,7,5,12500,2008,335000,180,165000,5156
1164,Home Loan,Male,Married,Rented,2,5,9000,939,400000,120,150000,7000
1165,Home Loan,Male,Married,Owned,10,5,15000,42798,900000,180,300000,18000
1166,Home Loan,Male,Married,Family Other,8,5,9200,1100,260000,180,255000,4002
1167,Home Improvement,Male,Married,Owned,1,5,5000,7922,325000,84,25000,7614
1168,Home Loan,Male,Married,Rented,8,5,11900,85944,300000,120,111000,5214
1169,Home Loan,Male,Married,Family Other,8,5,20000,0,400000,180,300000,6500
1170,Home Loan,Male,Married,Rented,1,5,22500,9482,450000,180,150000,8000
1171,Home Loan,Male,Married,Rented,2,5,11500,37,285000,180,274000,4387
1172,Home Loan,Male,Single,Rented,2,5,29120,1060,410000,180,142500,6310
1173,Home Loan,Male,Married,Rented,7,5,7000,1683,200000,180,300000,5000
1174,Home Improvement,Male,Married,Owned,15,5,10000,1383,200000,84,150000,5000
1175,Home Loan,Male,Married,Owned,20,5,5000,79496,250000,144,100000,4080
1176,Home Loan,Male,Married,Rented,1,6,16000,200976,300000,120,300000,8000
1177,Home Loan,Female,Married,Family Other,18,6,15000,60037,800000,180,450000,12312
1178,Home Loan,Female,Married,Family Other,4,6,12692,1000,350000,180,430000,5387
1179,Home Loan,Male,Married,Rented,1,6,30000,500,700000,180,500000,10774
1180,Home Loan,Female,Single,Family Other,20,6,15000,5000,300000,180,700000,6000
1181,Home Loan,Male,Married,Owned,1,6,19000,63534,500000,120,700000,8690
1182,Home Loan,Male,Married,Company Provided,6,6,25000,18185,800000,180,1051000,13000
1183,Home Loan,Male,Married,Family Other,2,6,13600,1507,450000,180,850000,6610
1184,Home Loan,Male,Married,Rented,4,6,10500,1364,580000,156,154400,8855
1185,Home Loan,Male,Married,Owned,7,6,11000,2512,480000,180,120000,8000
1186,Home Loan,Male,Married,Owned,30,6,5000,10163,250000,180,140000,4000
1187,Home Loan,Male,Single,Rented,5,6,7800,1642,277000,180,92600,4264
1188,Home Improvement,Male,Married,Family Other,15,6,4500,38313,200000,60,100000,5524
1189,Home Loan,Male,Single,Rented,10,6,12140,2000,350000,180,150000,5500
1190,Home Loan,Male,Married,Rented,10,6,6870,0,400000,180,20000,8000
1191,Home Improvement,Male,Married,Company Provided,13,6,15717,93275,300000,84,1000000,19000
1192,Home Loan,Male,Married,Rented,6,6,24786,24316,800000,180,870000,15000
1193,Home Loan,Female,Married,Rented,1,6,25500,47082,1000000,180,700000,16000
1194,Home Loan,Male,Married,Rented,3,6,24500,101322,800000,180,500000,13000
1195,Home Loan,Male,Married,Rented,2,6,3600,2447,700000,180,450000,10774
1196,Home Loan,Male,Married,Owned,7,6,7800,1000,200000,180,100000,4000
1197,Home Loan,Male,Married,Owned,1,6,12000,12000,300000,180,250000,5000
1198,Home Loan,Male,Married,Family Other,26,6,8250,3222,500000,180,181000,7696
1199,Home Loan,Male,Married,Rented,1,6,7400,23403,500000,180,170000,7696
1200,Home Loan,Male,Single,Family Other,3,6,10000,18345,500000,180,180000,7696
1201,Home Loan,Male,Married,Owned,2,6,7500,4532,350000,84,220000,8000
1202,Home Loan,Male,Single,Rented,8,6,8000,1528,700000,180,500000,11000
1203,Home Loan,Male,Married,Rented,4,6,10000,1841,300000,180,300000,5000
1204,Home Loan,Male,Married,Rented,5,6,12000,48971,323000,180,108000,4971
1205,Home Loan,Male,Married,Rented,10,6,13000,51000,650000,180,243000,11000
1206,Home Loan,Male,Married,Rented,6,6,22000,40954,575000,180,225000,8850
1207,Home Loan,Male,Married,Rented,1,6,16500,4206,410000,180,177000,6310
1208,Home Loan,Male,Married,Rented,4,6,16000,137155,300000,180,112500,4618
1209,Home Loan,Male,Married,Rented,4,6,7700,152610,770000,180,315000,11851
1210,Home Loan,Male,Single,Rented,3,6,10000,18531,400000,180,152500,6157
1211,Home Loan,Male,Married,Rented,10,6,11300,47360,690000,180,231000,11000
1212,Home Loan,Male,Married,Rented,2,6,14791,18072,415000,180,144000,7000
1213,Home Loan,Male,Married,Company Provided,6,6,10000,1376,200000,180,150000,4000
1214,Home Loan,Male,Married,Family Other,28,6,9663,23,150000,84,150000,6000
1215,Home Loan,Female,Married,Rented,5,7,16000,3398,800000,180,800000,14000
1216,Home Loan,Male,Married,Family Other,33,7,16000,12000,400000,180,400000,5875
1217,Home Loan,Male,Married,Rented,20,7,6000,7000,350000,180,92794,5387
1218,Home Loan,Male,Married,Owned,18,7,8000,6545,250000,36,250000,9000
1219,Home Loan,Male,Married,Rented,7,7,35000,27014,1000000,180,500000,16000
1220,Home Improvement,Male,Married,Owned,20,7,6500,84,150000,60,50000,6000
1221,Home Loan,Male,Married,Owned,35,7,10200,1303,300000,180,100000,6000
1222,Home Loan,Male,Married,Owned,27,7,10400,300,450000,180,50000,8000
1223,Home Loan,Male,Married,Rented,3,7,10500,19088,1000000,180,335000,18000
1224,Home Loan,Male,Married,Owned,2,7,7800,3000,475000,180,125000,7311
1225,Home Loan,Male,Married,Family Other,3,7,13575,17748,500000,180,136000,11000
1226,Home Loan,Male,Single,Rented,3,7,9500,2000,650000,180,454000,15000
1227,Home Loan,Male,Married,Owned,30,7,18500,48920,550000,180,140000,12000
1228,Home Loan,Female,Married,Rented,5,7,1750,1000,200000,180,300000,3079
1229,Home Loan,Male,Married,Rented,1,7,15000,5000,480000,180,495000,10000
1230,Home Loan,Male,Married,Owned,1,7,7500,40000,600000,180,750000,10000
1231,Home Loan,Male,Married,Owned,2,7,10000,1000,420000,180,631000,6464
1232,Home Loan,Male,Married,Owned,10,7,18000,7499,475000,180,170000,7311
1233,Home Loan,Male,Single,Company Provided,15,7,7000,52510,600000,180,430000,9663
1234,Home Loan,Male,Single,Owned,1,7,8000,975,450000,180,270000,8000
1235,Home Loan,Male,Married,Rented,1,7,14500,1419,350000,180,131000,6000
1236,Home Loan,Male,Married,Family Other,6,7,17000,14000,500000,180,475000,7696
1237,Home Loan,Male,Single,Rented,1,7,15000,1000,475000,180,175000,7311
1238,Home Loan,Male,Married,Rented,2,7,25000,5104,600000,180,243000,9235
1239,Home Loan,Male,Married,Owned,2,7,18000,9739,225000,180,75000,7000
1240,Home Improvement,Female,Others,Owned,1,7,8000,1000,300000,84,150000,6000
1241,Home Improvement,Male,Married,Family Other,20,7,9300,932,300000,84,100000,9000
1242,Home Loan,Male,Married,Owned,3,8,18200,11102,270000,180,30000,4156
1243,Home Loan,Male,Married,Rented,18,8,7000,197936,670000,180,195000,10312
1244,Home Loan,Male,Married,Family Other,8,8,12000,1508,450000,180,150000,6925
1245,Home Loan,Male,Married,Rented,2,8,12985,5922,800000,180,200000,12313
1246,Home Loan,Male,Married,Owned,15,8,15000,1247,300000,60,200000,6000
1247,Home Loan,Male,Married,Rented,3,8,25813,147145,800000,84,200000,20000
1248,Home Loan,Male,Married,Owned,5,8,8500,6264,300000,180,99500,5000
1249,Home Loan,Female,Married,Rented,1,8,8803,66,318900,180,82100,4908
1250,Home Loan,Male,Married,Rented,5,8,16000,343519,500000,180,400000,7696
1251,Home Loan,Male,Married,Rented,3,8,9500,1131,250000,180,300000,6000
1252,Home Improvement,Male,Married,Owned,20,8,5000,2725,200000,84,300000,5000
1253,Home Loan,Male,Married,Rented,3,8,0,91000,800000,180,200000,14000
1254,Home Loan,Male,Married,Rented,4,8,17500,22289,800000,180,560000,13000
1255,Home Loan,Male,Married,Rented,5,8,1500,3500,300000,180,5700000,5000
1256,Home Loan,Male,Married,Owned,6,8,12000,1000,400000,180,200000,6157
1257,Home Loan,Male,Married,Rented,5,8,9500,1471,600000,180,150000,9234
1258,Home Loan,Male,Married,Rented,3,8,13000,85576,700000,180,300000,10774
1259,Home Loan,Male,Married,Family Other,5,8,22761,33,700000,180,298000,10774
1260,Home Loan,Male,Married,Family Other,2,8,4000,37592,600000,180,350000,9000
1261,Home Loan,Male,Married,Family Other,8,8,3000,3792,250000,180,461000,3848
1262,Home Loan,Male,Married,Family Other,6,8,8000,3895,230000,180,480000,3540
1263,Home Loan,Male,Married,Family Other,8,8,14500,2600,430000,180,446210,6925
1264,Home Loan,Male,Single,Rented,8,8,13796,196,690000,180,301000,10620
1265,Home Loan,Male,Married,Rented,1,8,4500,4262,675000,180,225000,10000
1266,Home Loan,Male,Married,Rented,1,8,8000,77035,800000,180,275000,12500
1267,Home Loan,Male,Married,Family Other,3,8,9000,6969,550000,180,150000,9000
1268,Home Loan,Male,Married,Owned,25,8,8000,5725,1000000,180,300000,17000
1269,Home Loan,Male,Married,Rented,1,9,24000,19035,800000,180,410000,15000
1270,Home Improvement,Female,Married,Owned,9,9,8000,232,200000,60,0,10000
1271,Home Loan,Male,Married,Rented,2,9,24500,40000,689000,180,211000,10604
1272,Home Loan,Male,Married,Rented,9,9,11771,15424,500000,180,380000,10000
1273,Home Loan,Male,Married,Company Provided,1,9,15000,6184,1000000,180,600000,16000
1274,Home Improvement,Male,Married,Family Other,15,9,14000,18921,298000,84,333275,11000
1275,Home Loan,Male,Married,Rented,7,9,11500,1336,900000,180,500000,13852
1276,Home Loan,Male,Single,Rented,6,9,15000,10527,300000,180,155000,4618
1277,Home Loan,Male,Married,Family Other,40,9,4500,1500,600000,180,100000,6000
1278,Home Loan,Male,Married,Rented,6,9,17000,45464,500000,180,300000,7900
1279,Home Improvement,Male,Single,Owned,28,10,3000,2000,200000,84,300000,5000
1280,Home Loan,Female,Married,Family Other,35,10,20000,0,800000,180,300000,13000
1281,Home Loan,Female,Married,Owned,22,10,4000,34978,500000,180,600000,7696
1282,Home Loan,Male,Married,Family Other,30,10,22500,25567,600000,180,350000,9235
1283,Home Loan,Male,Married,Family Other,20,10,17000,9749,500000,180,500000,8000
1284,Home Loan,Male,Married,Family Other,1,10,10000,24711,400000,180,350000,12000
1285,Home Loan,Male,Married,Rented,15,10,40000,2000,500000,180,200000,9000
1286,Home Improvement,Male,Married,Owned,25,10,5000,3884,180000,84,229032,4217
1287,Home Loan,Male,Married,Owned,20,10,15000,1708,500000,120,178582,9000
